OBJECTID,SubSymbol,Period,Years_before,Period_c,Main_Rock_Type,Photo_Ref_no,Main_Rock_Type_c,Years_before_c,Photo1,Photo2,Photo3,Photo1_link,Photo2_link,Photo3_link
594,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
595,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
596,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
597,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
598,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
599,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
600,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
601,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
602,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
603,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
604,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
605,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
606,JT,Jurassic,145-199,侏羅系,Tuff and Lava,"7,9&10",凝灰岩及熔岩,145-199,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Andesite Lava.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Coarse Ash Crystal Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Tuff.png
607,KP,Cretaceous,65-145,白堊系,Red conglomerate and coarse sandstone with siltstone,"17,18&19",紅色礫岩和粗砂岩夾粉砂岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Sandstone_2.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Breccia.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Sandstone_2.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Breccia.png
608,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
609,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
610,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
611,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
612,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
613,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
614,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
615,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
616,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
617,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
618,KT,Cretaceous,65-145,白堊系,Tuff and Lava,13&14,凝灰岩及熔岩,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Rhyolite Lava.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Eutaxitic Fine Ash Vitric Tuff.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Rhyolite Lava.png,
619,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
620,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
621,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
622,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
623,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
624,PT,Permian,251-299,二疊系,Black mudstone and sandstone,4,黑色泥岩夾砂岩,251-299,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Siltstone_1.png,,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Siltstone_1.png,,
625,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
626,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
627,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
628,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
629,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
630,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
631,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
632,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
633,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
634,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
635,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
636,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
637,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
638,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
639,QS,Quaternary,0-1.8,第四系,"Superficial Deposits (Silt, sand and gravel)",21&22,表土沉積 (粉砂，砂和礫石),0-1.8,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Colluvium.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Alluvium.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Colluvium.png,
640,RE,-,-,-,Fill,,填土,-,,,,,,
641,RE,-,-,-,Fill,,填土,-,,,,,,
642,RE,-,-,-,Fill,,填土,-,,,,,,
643,RE,-,-,-,Fill,,填土,-,,,,,,
644,RE,-,-,-,Fill,,填土,-,,,,,,
645,RE,-,-,-,Fill,,填土,-,,,,,,
646,RE,-,-,-,Fill,,填土,-,,,,,,
647,RE,-,-,-,Fill,,填土,-,,,,,,
648,RE,-,-,-,Fill,,填土,-,,,,,,
649,RE,-,-,-,Fill,,填土,-,,,,,,
655,KG,Cretaceous,65-145,白堊系,Granitic Rocks,15&16,花崗岩類的岩石,65-145,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Porphyritic Quartz Monzonite.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/Equigranular Medium-grained Granite.png,,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Porphyritic Quartz Monzonite.png,http://www.geomap.cedd.gov.hk/GeologicalMapESRI/images/original/Equigranular Medium-grained Granite.png,
